"","Sample","Marker","A1.AFG1","A2.AFG1","A1.AFG9","A2.AFG9","A1.AFG15","A2.AFG15","A1.AFG1.M","A2.AFG1.M","A1.AFG4.M","A2.AFG4.M","A1.AFG6.M","A2.AFG6.M","A1.AFG8.M","A2.AFG8.M","A1.AFG9.M","A2.AFG9.M","A1.AFG45","A2.AFG45","A1.AFG46","A2.AFG46","A1.AFG48","A2.AFG48","A1.AFG49","A2.AFG49","A1.AFG50","A2.AFG50","A1.AFG51","A2.AFG51","A1.AFG58","A2.AFG58","A1.AFG60","A2.AFG60","error","numgenos","A1consens","A2consens","hom"
"3199","PRBI77","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,302,FALSE
"3221","PRBI78","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,270,NA,NA,NA,NA,FALSE,2,266,270,FALSE
"3243","PRBI79","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,302,NA,NA,NA,NA,FALSE,2,290,302,FALSE
"3265","PRBI8","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,290,NA,NA,NA,NA,270,290,NA,NA,NA,NA,NA,NA,NA,NA,270,290,NA,NA,NA,NA,FALSE,3,270,290,FALSE
"3287","PRBI80","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,FALSE,2,266,266,TRUE
"3309","PRBI81","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,266,NA,NA,NA,NA,FALSE,2,262,266,FALSE
"3331","PRBI82","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,266,TRUE
"3353","PRBI83","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,274,FALSE
"3375","PRBI84","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,302,NA,NA,NA,NA,FALSE,2,278,302,FALSE
"3397","PRBI85","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,262,266,FALSE
"3419","PRBI86","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,272,FALSE
"3441","PRBI87","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,292,FALSE
"3463","PRBI9","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,278,NA,NA,NA,NA,266,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,266,278,FALSE
"3485","PRBI98","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,292,NA,NA,NA,NA,FALSE,2,266,292,FALSE
"3507","PRBI99","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,292,NA,NA,NA,NA,FALSE,2,290,292,FALSE
"10","PRBI146","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"32","PRBI161","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"54","PRBI184","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,FALSE,2,187,193,FALSE
"76","PRBI186","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"98","PRBI2","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,187,189,FALSE
"120","PRBI211","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"142","PRBI22","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,FALSE,2,187,193,FALSE
"164","PRBI23","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,185,TRUE
"186","PRBI260","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"208","PRBI323","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"230","PRBI325","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"252","PRBI363","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"274","PRBI4","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,FALSE,2,185,189,FALSE
"296","PRBI465","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,196,NA,NA,NA,NA,FALSE,2,193,196,FALSE
"318","PRBI51","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,FALSE,2,185,193,FALSE
"340","PRBI71","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"362","PRBI1","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"384","PRBI10","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,185,189,FALSE
"428","PRBI11","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,185,193,FALSE
"450","PRBI110","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"472","PRBI112","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,202,NA,NA,NA,NA,FALSE,2,185,202,FALSE
"494","PRBI113","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"516","PRBI114","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,FALSE,2,185,187,FALSE
"538","PRBI115","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,FALSE,2,187,189,FALSE
"560","PRBI116","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,193,FALSE
"582","PRBI117","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"604","PRBI118","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"626","PRBI119","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,185,TRUE
"648","PRBI12","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"670","PRBI120","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"692","PRBI121","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,1,185,193,FALSE
"714","PRBI122","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"736","PRBI123","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"758","PRBI13","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,NA,NA,NA,NA,189,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,189,189,TRUE
"780","PRBI137","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE
"802","PRBI138","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,1,187,189,FALSE
"824","PRBI14","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,185,187,FALSE
"846","PRBI147","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,FALSE,2,189,193,FALSE
"868","PRBI148","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"890","PRBI149","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,202,NA,NA,NA,NA,FALSE,2,189,202,FALSE
"912","PRBI15","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"934","PRBI150","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"956","PRBI151","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"978","PRBI152","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,202,NA,NA,NA,NA,FALSE,2,187,202,FALSE
"1000","PRBI153","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"1022","PRBI154","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"1044","PRBI155","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,FALSE,2,187,189,FALSE
"1066","PRBI156","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"1088","PRBI157","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,1,187,193,FALSE
"1110","PRBI158","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"1132","PRBI159","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"1154","PRBI16","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"1176","PRBI160","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"1198","PRBI164","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,224,FALSE
"1220","PRBI167","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"1242","PRBI168","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"1264","PRBI169","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"1286","PRBI17","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE
"1308","PRBI170","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"1330","PRBI174","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,FALSE,2,185,187,FALSE
"1352","PRBI175","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"1374","PRBI178","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"1396","PRBI179","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,FALSE,2,187,193,FALSE
"1418","PRBI18","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"1440","PRBI180","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"1462","PRBI181","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,193,FALSE
"1484","PRBI183","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,193,FALSE
"1506","PRBI185","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"1528","PRBI188","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,193,202,FALSE
"1550","PRBI189","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"1572","PRBI19","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,202,NA,NA,NA,NA,FALSE,2,193,202,FALSE
"1594","PRBI20","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"1616","PRBI209","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"1638","PRBI210","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,NA,NA,NA,NA,FALSE,2,189,189,TRUE
"1660","PRBI213","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"1682","PRBI214","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,193,193,TRUE
"1704","PRBI215","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"1726","PRBI216","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"1748","PRBI226","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,193,NA,NA,NA,NA,FALSE,2,193,193,TRUE
"1770","PRBI227","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"1792","PRBI228","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"1814","PRBI229","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"1836","PRBI230","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"1858","PRBI231","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"1880","PRBI232","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"1902","PRBI233","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,202,FALSE
"1924","PRBI234","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,196,NA,NA,NA,NA,FALSE,2,189,196,FALSE
"1946","PRBI235","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,193,FALSE
"1968","PRBI236","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"1990","PRBI237","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"2012","PRBI238","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"2034","PRBI239","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"2056","PRBI24","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"2078","PRBI25","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,FALSE,2,189,193,FALSE
